7,5047022,0.00000000,80.00000000,-8.00000000,-400
10012,5047036,6.10250425,73.89749908,-7.38975000,-369
20017,5047078,18.30751228,61.69248962,-6.16924906,-308
30023,5047143,28.33022499,51.66977692,-5.16697788,-258
40028,5047226,36.17913055,43.82086945,-4.38208723,-219
50032,5047322,41.84992599,38.15007401,-3.81500745,-190
60037,5047429,46.64056778,33.35943222,-3.33594322,-166
70043,5047544,50.12270737,29.87729263,-2.98772931,-149
80048,5047667,53.61485672,26.38514328,-2.63851428,-131
90053,5047795,55.79432678,24.20567322,-2.42056727,-121
100058,5047928,57.97378922,22.02621078,-2.20262122,-110
110064,5048065,59.71139908,20.28860092,-2.02886009,-101
120068,5048208,62.33895493,17.66104507,-1.76610458,-88
130073,5048354,63.64039993,16.35960007,-1.63595998,-81
140078,5048502,64.51219177,15.48780823,-1.54878080,-77
150084,5048652,65.37744141,14.62255859,-1.46225584,-73
160089,5048805,66.69165802,13.30834198,-1.33083427,-66
170094,5048958,66.69165802,13.30834198,-1.33083427,-66
180099,5049113,67.56343842,12.43656158,-1.24365616,-62
190105,5049268,67.55668640,12.44331360,-1.24433136,-62
200109,5049423,67.57019806,12.42980194,-1.24298024,-62
210114,5049580,68.43522644,11.56477356,-1.15647733,-57
220119,5049737,68.43522644,11.56477356,-1.15647733,-57
230125,5049894,68.42839050,11.57160950,-1.15716100,-57
240130,5050053,69.30701447,10.69298553,-1.06929862,-53
250135,5050212,69.30701447,10.69298553,-1.06929862,-53
260140,5050371,69.30701447,10.69298553,-1.06929862,-53
270146,5050531,69.73593903,10.26406097,-1.02640617,-51
280150,5050690,69.31394196,10.68605804,-1.06860578,-53
290156,5050850,69.73593903,10.26406097,-1.02640617,-51
300161,5051009,69.30701447,10.69298553,-1.06929862,-53
310166,5051169,69.74291229,10.25708771,-1.02570879,-51
320171,5051328,69.30701447,10.69298553,-1.06929862,-53
330176,5051489,70.17880249,9.82119751,-0.98211974,-49
340181,5051650,70.17880249,9.82119751,-0.98211974,-49
350187,5051811,70.17179108,9.82820892,-0.98282093,-49
360192,5051972,70.17880249,9.82119751,-0.98211974,-49
370197,5052132,69.74291229,10.25708771,-1.02570879,-51
380202,5052293,70.17880249,9.82119751,-0.98211974,-49
390207,5052453,69.74291229,10.25708771,-1.02570879,-51
400212,5052613,69.74291229,10.25708771,-1.02570879,-51
410217,5052774,70.17880249,9.82119751,-0.98211974,-49
420222,5052935,70.17880249,9.82119751,-0.98211974,-49
430228,5053097,70.60764313,9.39235687,-0.93923569,-46
440233,5053258,70.17880249,9.82119751,-0.98211974,-49
